locale,key,fr_value,current_value,draft_value
ny,support_contact,"contactez notre support","contactez notre support [MT]","contactez notre support [MT]"
ny,footer_thanks,"Merci d\'utiliser TRANSFERFLUX !","Merci d\'utiliser TRANSFERFLUX ! [MT]","Merci d\'utiliser TRANSFERFLUX ! [MT]"
ny,footer_brand,TRANSFERFLUX,"TRANSFERFLUX [MT]","TRANSFERFLUX [MT]"
ny,footer_partner,"Votre partenaire financier de confiance 🏦","Votre partenaire financier de confiance 🏦 [MT]","Votre partenaire financier de confiance 🏦 [MT]"
ny,virement_success_subject,"Virement effectué avec succès - TRANSFERFLUX","Virement effectué avec succès - TRANSFERFLUX [MT]","Virement effectué avec succès - TRANSFERFLUX [MT]"
ny,virement_success_title,"Virement Effectué avec Succès","Virement Effectué avec Succès [MT]","Virement Effectué avec Succès [MT]"
ny,virement_success_message,"Nous vous informons que votre virement a été effectué avec succès.","Nous vous informons que votre virement a été effectué avec succès. [MT]","Nous vous informons que votre virement a été effectué avec succès. [MT]"
ny,virement_failed_subject,"Échec de virement - TRANSFERFLUX","Échec de virement - TRANSFERFLUX [MT]","Échec de virement - TRANSFERFLUX [MT]"
ny,virement_failed_title,"Échec de Virement","Échec de Virement [MT]","Échec de Virement [MT]"
ny,virement_failed_message,"Nous vous informons que votre virement a échoué.","Nous vous informons que votre virement a échoué. [MT]","Nous vous informons que votre virement a échoué. [MT]"
ny,details_title,"Détails du virement","Détails du virement [MT]","Détails du virement [MT]"
ny,label_amount,"💰 Montant :","💰 Montant : [MT]","💰 Montant : [MT]"
ny,label_date,"📅 Date :","📅 Date : [MT]","📅 Date : [MT]"
ny,label_beneficiary,"👤 Bénéficiaire :","👤 Bénéficiaire : [MT]","👤 Bénéficiaire : [MT]"
ny,virement_notice,"Le traitement du transfert sera effectué dans les 1-3 jours ouvrables.","Le traitement du transfert sera effectué dans les 1-3 jours ouvrables. [MT]","Le traitement du transfert sera effectué dans les 1-3 jours ouvrables. [MT]"
ny,thanks,"Merci,","Merci, [MT]","Merci, [MT]"
ny,contact_support_for_info,"Pour plus d'informations, veuillez contacter notre service client.","Pour plus d'informations, veuillez contacter notre service client. [MT]","Pour plus d'informations, veuillez contacter notre service client. [MT]"
ny,regards,"Cordialement,","Cordialement, [MT]","Cordialement, [MT]"
ny,service_client,"Service Client","Service Client [MT]","Service Client [MT]"
ny,auto_generated_notice,"Cet email a été envoyé automatiquement, merci de ne pas y répondre directement.","Cet email a été envoyé automatiquement, merci de ne pas y répondre directement. [MT]","Cet email a été envoyé automatiquement, merci de ne pas y répondre directement. [MT]"
ny,compte_activated_title,"Compte Activé - TRANSFERFLUX","Compte Activé - TRANSFERFLUX [MT]","Compte Activé - TRANSFERFLUX [MT]"
ny,compte_activated_heading,"Compte Activé avec Succès","Compte Activé avec Succès [MT]","Compte Activé avec Succès [MT]"
ny,good_news,"✅ Bonne nouvelle :","✅ Bonne nouvelle : [MT]","✅ Bonne nouvelle : [MT]"
ny,compte_activated_message,"Votre compte TRANSFERFLUX a été activé et est désormais pleinement opérationnel !","Votre compte TRANSFERFLUX a été activé et est désormais pleinement opérationnel ! [MT]","Votre compte TRANSFERFLUX a été activé et est désormais pleinement opérationnel ! [MT]"
ny,compte_activated_explanation,"Vous pouvez effectuer toutes vos transactions en toute sécurité.","Vous pouvez effectuer toutes vos transactions en toute sécurité. [MT]","Vous pouvez effectuer toutes vos transactions en toute sécurité. [MT]"
ny,label_holder,Titulaire,"Titulaire [MT]","Titulaire [MT]"
ny,label_current_balance,"Solde actuel","Solde actuel [MT]","Solde actuel [MT]"
ny,label_status,Statut,"Statut [MT]","Statut [MT]"
ny,status_active,ACTIVÉ,"ACTIVÉ [MT]","ACTIVÉ [MT]"
ny,you_can_now,"Vous pouvez maintenant :","Vous pouvez maintenant : [MT]","Vous pouvez maintenant : [MT]"
ny,can_make_transfers,"Effectuer des virements et transferts","Effectuer des virements et transferts [MT]","Effectuer des virements et transferts [MT]"
ny,check_balance,"Consulter votre solde en temps réel","Consulter votre solde en temps réel [MT]","Consulter votre solde en temps réel [MT]"
ny,manage_transactions,"Gérer vos transactions en toute sécurité","Gérer vos transactions en toute sécurité [MT]","Gérer vos transactions en toute sécurité [MT]"
ny,access_services,"Accéder à tous nos services bancaires","Accéder à tous nos services bancaires [MT]","Accéder à tous nos services bancaires [MT]"
ny,thanks_welcome,"Merci de votre confiance et bienvenue dans la famille TRANSFERFLUX !","Merci de votre confiance et bienvenue dans la famille TRANSFERFLUX ! [MT]","Merci de votre confiance et bienvenue dans la famille TRANSFERFLUX ! [MT]"
ny,unlock_code_used_title,"Code de Déblocage Utilisé - TRANSFERFLUX","Code de Déblocage Utilisé - TRANSFERFLUX [MT]","Code de Déblocage Utilisé - TRANSFERFLUX [MT]"
ny,unlock_code_used_heading,"Code de Déblocage Utilisé","Code de Déblocage Utilisé [MT]","Code de Déblocage Utilisé [MT]"
ny,greeting_simple,"Bonjour,","Bonjour, [MT]","Bonjour, [MT]"
ny,info_notification,"ℹ️ Notification :","ℹ️ Notification : [MT]","ℹ️ Notification : [MT]"
ny,unlock_code_used_alert,"Un code de déblocage vient d'être utilisé sur votre compte.","Un code de déblocage vient d'être utilisé sur votre compte. [MT]","Un code de déblocage vient d'être utilisé sur votre compte. [MT]"
ny,unlock_code_used_explanation,"Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction.","Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction. [MT]","Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction. [MT]"
ny,label_date_time,"Date et heure","Date et heure [MT]","Date et heure [MT]"
ny,label_transfer_amount,"Montant du transfert","Montant du transfert [MT]","Montant du transfert [MT]"
ny,label_recipient,Destinataire,"Destinataire [MT]","Destinataire [MT]"
ny,urgent_if_not_you,"⚠️ Si vous n'êtes pas à l'origine de cette action :","⚠️ Si vous n'êtes pas à l'origine de cette action : [MT]","⚠️ Si vous n'êtes pas à l'origine de cette action : [MT]"
ny,contact_support_immediately,"Contactez immédiatement notre service client","Contactez immédiatement notre service client [MT]","Contactez immédiatement notre service client [MT]"
ny,check_recent_transactions,"Vérifiez toutes vos transactions récentes","Vérifiez toutes vos transactions récentes [MT]","Vérifiez toutes vos transactions récentes [MT]"
ny,change_access_codes,"Changez vos codes d'accès par mesure de sécurité","Changez vos codes d'accès par mesure de sécurité [MT]","Changez vos codes d'accès par mesure de sécurité [MT]"
ny,if_legitimate,"✅ Si cette action est légitime :","✅ Si cette action est légitime : [MT]","✅ Si cette action est légitime : [MT]"
ny,client_can_finalize,"Votre client peut maintenant finaliser sa transaction en toute sécurité.","Votre client peut maintenant finaliser sa transaction en toute sécurité. [MT]","Votre client peut maintenant finaliser sa transaction en toute sécurité. [MT]"
ny,transfer_unlock_code_title,"Code de déblocage - TRANSFERFLUX","Code de déblocage - TRANSFERFLUX [MT]","Code de déblocage - TRANSFERFLUX [MT]"
ny,transfer_unlock_heading,"Code de déblocage du virement","Code de déblocage du virement [MT]","Code de déblocage du virement [MT]"
ny,transfer_unlock_message_intro,"Votre code de déblocage pour le virement est indiqué ci-dessous :","Votre code de déblocage pour le virement est indiqué ci-dessous : [MT]","Votre code de déblocage pour le virement est indiqué ci-dessous : [MT]"
ny,transfer_unlock_code_label,"Le code est :","Le code est : [MT]","Le code est : [MT]"
ny,your_unlock_code,"Votre Code de Déblocage","Votre Code de Déblocage [MT]","Votre Code de Déblocage [MT]"
ny,do_not_share_unlock_code,"Ne partagez pas votre code de déblocage !!","Ne partagez pas votre code de déblocage !! [MT]","Ne partagez pas votre code de déblocage !! [MT]"
ny,unlock_code_personal_confidential,"Ce code est strictement personnel et confidentiel.","Ce code est strictement personnel et confidentiel. [MT]","Ce code est strictement personnel et confidentiel. [MT]"
ny,unlock_code_needed_finalize,"Ce code est nécessaire pour finaliser votre opération de transfert.","Ce code est nécessaire pour finaliser votre opération de transfert. [MT]","Ce code est nécessaire pour finaliser votre opération de transfert. [MT]"
ny,contact_support_for_questions,"Pour toute question, contactez notre service client.","Pour toute question, contactez notre service client. [MT]","Pour toute question, contactez notre service client. [MT]"
ny,welcome_title,"Bienvenue - TRANSFERFLUX","Bienvenue - TRANSFERFLUX [MT]","Bienvenue - TRANSFERFLUX [MT]"
ny,welcome_heading,"Bienvenue sur FLASH BILAN","Bienvenue sur FLASH BILAN [MT]","Bienvenue sur FLASH BILAN [MT]"
ny,welcome_message,"Merci d'avoir créé un compte. Nous sommes ravis de vous accueillir !","Merci d'avoir créé un compte. Nous sommes ravis de vous accueillir ! [MT]","Merci d'avoir créé un compte. Nous sommes ravis de vous accueillir ! [MT]"
ny,login_credentials_title,"📧 Vos identifiants de connexion :","📧 Vos identifiants de connexion : [MT]","📧 Vos identifiants de connexion : [MT]"
ny,access_member_area,"Vous pouvez accéder à l'espace membre de votre compte pour visualiser nos services et profiter de toutes nos fonctionnalités.","Vous pouvez accéder à l'espace membre de votre compte pour visualiser nos services et profiter de toutes nos fonctionnalités. [MT]","Vous pouvez accéder à l'espace membre de votre compte pour visualiser nos services et profiter de toutes nos fonctionnalités. [MT]"
ny,pleasure_to_assist,"Au plaisir de vous accompagner dans vos opérations financières !","Au plaisir de vous accompagner dans vos opérations financières ! [MT]","Au plaisir de vous accompagner dans vos opérations financières ! [MT]"
ny,balance_decreased_title,"Diminution de solde - TRANSFERFLUX","Diminution de solde - TRANSFERFLUX [MT]","Diminution de solde - TRANSFERFLUX [MT]"
ny,balance_decreased_heading,"Diminution de Solde","Diminution de Solde [MT]","Diminution de Solde [MT]"
ny,balance_decreased_message,"Nous souhaitons vous informer que votre solde a été diminué.","Nous souhaitons vous informer que votre solde a été diminué. [MT]","Nous souhaitons vous informer que votre solde a été diminué. [MT]"
ny,operation_details,"Détails de l'opération","Détails de l'opération [MT]","Détails de l'opération [MT]"
ny,label_amount_deducted,"Montant déduit","Montant déduit [MT]","Montant déduit [MT]"
ny,label_new_balance,"Nouveau solde","Nouveau solde [MT]","Nouveau solde [MT]"
ny,contact_us_if_questions,"Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter.","Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter. [MT]","Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter. [MT]"
ny,balance_increased_title,"Augmentation de solde - TRANSFERFLUX","Augmentation de solde - TRANSFERFLUX [MT]","Augmentation de solde - TRANSFERFLUX [MT]"
ny,balance_increased_heading,"Augmentation de Solde","Augmentation de Solde [MT]","Augmentation de Solde [MT]"
ny,balance_increased_message,"Nous souhaitons vous informer que votre solde a été augmenté avec succès.","Nous souhaitons vous informer que votre solde a été augmenté avec succès. [MT]","Nous souhaitons vous informer que votre solde a été augmenté avec succès. [MT]"
ny,label_amount_added,"Montant ajouté","Montant ajouté [MT]","Montant ajouté [MT]"
ny,thank_you_trust,"Merci de votre confiance !","Merci de votre confiance ! [MT]","Merci de votre confiance ! [MT]"
ny,refund_title,"Remboursement - TRANSFERFLUX","Remboursement - TRANSFERFLUX [MT]","Remboursement - TRANSFERFLUX [MT]"
ny,refund_heading,"Échec de Virement","Échec de Virement [MT]","Échec de Virement [MT]"
ny,refund_subject,"Échec de virement - TRANSFERFLUX","Échec de virement - TRANSFERFLUX [MT]","Échec de virement - TRANSFERFLUX [MT]"
ny,refund_failed_message,"Nous regrettons de vous informer que votre tentative de virement a échoué.","Nous regrettons de vous informer que votre tentative de virement a échoué. [MT]","Nous regrettons de vous informer que votre tentative de virement a échoué. [MT]"
ny,transfer_details,"Détails du virement","Détails du virement [MT]","Détails du virement [MT]"
ny,label_transfer_date,"Date du Virement","Date du Virement [MT]","Date du Virement [MT]"
ny,label_reason,"Motif du Virement","Motif du Virement [MT]","Motif du Virement [MT]"
ny,refund_notice,"Le montant de :amount a été remboursé sur votre compte.","Le montant de :amount a été remboursé sur votre compte. [MT]","Le montant de :amount a été remboursé sur votre compte. [MT]"
ny,apology,"Nous nous excusons pour la gêne occasionnée. Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter.","Nous nous excusons pour la gêne occasionnée. Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter. [MT]","Nous nous excusons pour la gêne occasionnée. Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter. [MT]"
ny,mail_error_alert_title,"Alerte Échec Email","Alerte Échec Email [MT]","Alerte Échec Email [MT]"
ny,system_alert,"⚠️ ALERTE SYSTÈME","⚠️ ALERTE SYSTÈME [MT]","⚠️ ALERTE SYSTÈME [MT]"
ny,mail_send_failure_detected,"Échec d'envoi d'email détecté","Échec d'envoi d'email détecté [MT]","Échec d'envoi d'email détecté [MT]"
ny,email_sending_problem,"Problème d'envoi d'email","Problème d'envoi d'email [MT]","Problème d'envoi d'email [MT]"
ny,email_send_failure_explanation,"Un email n'a pas pu être envoyé. Cela peut indiquer que la limite quotidienne a été atteinte ou qu'il y a un problème avec le serveur SMTP.","Un email n'a pas pu être envoyé. Cela peut indiquer que la limite quotidienne a été atteinte ou qu'il y a un problème avec le serveur SMTP. [MT]","Un email n'a pas pu être envoyé. Cela peut indiquer que la limite quotidienne a été atteinte ou qu'il y a un problème avec le serveur SMTP. [MT]"
ny,error_details,"Détails de l'erreur","Détails de l'erreur [MT]","Détails de l'erreur [MT]"
ny,label_failed_recipient,"Destinataire concerné","Destinataire concerné [MT]","Destinataire concerné [MT]"
ny,label_context,Contexte,"Contexte [MT]","Contexte [MT]"
ny,label_error_message,"Message d'erreur","Message d'erreur [MT]","Message d'erreur [MT]"
ny,possible_causes,"Causes possibles","Causes possibles [MT]","Causes possibles [MT]"
ny,cause_daily_limit,"Limite quotidienne atteinte","Limite quotidienne atteinte [MT]","Limite quotidienne atteinte [MT]"
ny,cause_daily_limit_details,"La plateforme d'envoi peut limiter le nombre d'emails par jour.","La plateforme d'envoi peut limiter le nombre d'emails par jour. [MT]","La plateforme d'envoi peut limiter le nombre d'emails par jour. [MT]"
ny,cause_smtp_connection,"Problème de connexion SMTP","Problème de connexion SMTP [MT]","Problème de connexion SMTP [MT]"
ny,cause_smtp_connection_details,"Le serveur SMTP peut être temporairement indisponible.","Le serveur SMTP peut être temporairement indisponible. [MT]","Le serveur SMTP peut être temporairement indisponible. [MT]"
ny,cause_auth_failed,"Authentification échouée","Authentification échouée [MT]","Authentification échouée [MT]"
ny,cause_auth_failed_details,"Vérifiez les identifiants dans le fichier .env","Vérifiez les identifiants dans le fichier .env [MT]","Vérifiez les identifiants dans le fichier .env [MT]"
ny,cause_app_password_revoked,"Mot de passe d'application expiré","Mot de passe d'application expiré [MT]","Mot de passe d'application expiré [MT]"
ny,cause_app_password_revoked_details,"Le mot de passe d'application peut avoir été révoqué ou expiré.","Le mot de passe d'application peut avoir été révoqué ou expiré. [MT]","Le mot de passe d'application peut avoir été révoqué ou expiré. [MT]"
ny,recommended_actions,"Actions recommandées","Actions recommandées [MT]","Actions recommandées [MT]"
ny,action_if_limit,"Si limite atteinte","Si limite atteinte [MT]","Si limite atteinte [MT]"
ny,action_if_limit_details,"Attendez jusqu'à demain (réinitialisation à minuit PST).","Attendez jusqu'à demain (réinitialisation à minuit PST). [MT]","Attendez jusqu'à demain (réinitialisation à minuit PST). [MT]"
ny,action_check_logs,"Vérifier les logs","Vérifier les logs [MT]","Vérifier les logs [MT]"
ny,action_check_logs_details,"Consultez storage/logs/laravel.log","Consultez storage/logs/laravel.log [MT]","Consultez storage/logs/laravel.log [MT]"
ny,action_test_connection,"Tester la connexion","Tester la connexion [MT]","Tester la connexion [MT]"
ny,action_check_config,"Vérifier la configuration","Vérifier la configuration [MT]","Vérifier la configuration [MT]"
ny,action_check_config_details,"Contrôlez les paramètres SMTP dans le fichier .env","Contrôlez les paramètres SMTP dans le fichier .env [MT]","Contrôlez les paramètres SMTP dans le fichier .env [MT]"
ny,action_regenerate_password,"Régénérer le mot de passe","Régénérer le mot de passe [MT]","Régénérer le mot de passe [MT]"
ny,action_regenerate_password_details,"Si nécessaire, créez un nouveau mot de passe d'application.","Si nécessaire, créez un nouveau mot de passe d'application. [MT]","Si nécessaire, créez un nouveau mot de passe d'application. [MT]"
ny,system_information,"Informations système","Informations système [MT]","Informations système [MT]"
ny,label_smtp_server,"Serveur SMTP","Serveur SMTP [MT]","Serveur SMTP [MT]"
ny,label_port,Port,"Port [MT]","Port [MT]"
ny,label_account,Compte,"Compte [MT]","Compte [MT]"
ny,label_environment,Environnement,"Environnement [MT]","Environnement [MT]"
ny,alert_auto_generated_notice,"Cette alerte est automatique. L'application continue de fonctionner normalement, mais les emails ne sont pas envoyés.","Cette alerte est automatique. L'application continue de fonctionner normalement, mais les emails ne sont pas envoyés. [MT]","Cette alerte est automatique. L'application continue de fonctionner normalement, mais les emails ne sont pas envoyés. [MT]"
ny,account_management_system,"Système de gestion des comptes","Système de gestion des comptes [MT]","Système de gestion des comptes [MT]"
ny,alert_generated_by_safemail,"Cette alerte a été générée automatiquement par le système SafeMailService","Cette alerte a été générée automatiquement par le système SafeMailService [MT]","Cette alerte a été générée automatiquement par le système SafeMailService [MT]"
ny,contact_technical_team,"Pour toute question, contactez votre équipe technique","Pour toute question, contactez votre équipe technique [MT]","Pour toute question, contactez votre équipe technique [MT]"
ny,password_reset_title,"Réinitialisation de mot de passe - TRANSFERFLUX","Réinitialisation de mot de passe - TRANSFERFLUX [MT]","Réinitialisation de mot de passe - TRANSFERFLUX [MT]"
ny,password_reset_heading,"Réinitialisation de mot de passe","Réinitialisation de mot de passe [MT]","Réinitialisation de mot de passe [MT]"
ny,greeting_simple_name,"Bonjour :name,","Bonjour :name, [MT]","Bonjour :name, [MT]"
ny,password_reset_reason,"Vous recevez cet e-mail car nous avons reçu une demande de réinitialisation de votre mot de passe.","Vous recevez cet e-mail car nous avons reçu une demande de réinitialisation de votre mot de passe. [MT]","Vous recevez cet e-mail car nous avons reçu une demande de réinitialisation de votre mot de passe. [MT]"
ny,password_reset_click_link,"Veuillez cliquer sur le lien ci-dessous pour réinitialiser votre mot de passe :","Veuillez cliquer sur le lien ci-dessous pour réinitialiser votre mot de passe : [MT]","Veuillez cliquer sur le lien ci-dessous pour réinitialiser votre mot de passe : [MT]"
ny,password_reset_no_action_needed,"Si vous n'avez pas demandé de réinitialisation de mot de passe, aucune autre action n'est requise.","Si vous n'avez pas demandé de réinitialisation de mot de passe, aucune autre action n'est requise. [MT]","Si vous n'avez pas demandé de réinitialisation de mot de passe, aucune autre action n'est requise. [MT]"
ny,thank_you_using_brand,"Merci d'utiliser TRANSFERFLUX !","Merci d'utiliser TRANSFERFLUX ! [MT]","Merci d'utiliser TRANSFERFLUX ! [MT]"
ny,password_reset_button,"Réinitialiser le mot de passe","Réinitialiser le mot de passe [MT]","Réinitialiser le mot de passe [MT]"
ny,account_blocked_message,"Votre compte TRANSFERFLUX a été temporairement bloqué.","Votre compte TRANSFERFLUX a été temporairement bloqué. [MT]","Votre compte TRANSFERFLUX a été temporairement bloqué. [MT]"
ny,account_blocked_title,"Compte Bloqué","Compte Bloqué [MT]","Compte Bloqué [MT]"
ny,account_blocked_intro,"Votre compte TRANSFERFLUX a été temporairement bloqué.","Votre compte TRANSFERFLUX a été temporairement bloqué. [MT]","Votre compte TRANSFERFLUX a été temporairement bloqué. [MT]"
ny,account_blocked_mail_send_failure,"Échec d'envoi d'email détecté","Échec d'envoi d'email détecté [MT]","Échec d'envoi d'email détecté [MT]"
ny,account_blocked_actions_title,"Que faire maintenant ?","Que faire maintenant ? [MT]","Que faire maintenant ? [MT]"
ny,account_blocked_action_contact,"Contactez notre service client pour plus d'informations","Contactez notre service client pour plus d'informations [MT]","Contactez notre service client pour plus d'informations [MT]"
ny,account_blocked_action_check,"Vérifiez votre conformité avec nos conditions d'utilisation","Vérifiez votre conformité avec nos conditions d'utilisation [MT]","Vérifiez votre conformité avec nos conditions d'utilisation [MT]"
ny,account_blocked_action_prepare_docs,"Préparez vos documents d'identité si nécessaire","Préparez vos documents d'identité si nécessaire [MT]","Préparez vos documents d'identité si nécessaire [MT]"
ny,status_blocked,BLOQUÉ,"BLOQUÉ [MT]","BLOQUÉ [MT]"
or,compte_created_subject,"Ouverture de compte - TRANSFERFLUX","Ouverture de compte - TRANSFERFLUX [MT]","Ouverture de compte - TRANSFERFLUX [MT]"
or,compte_created_title,"Ouverture de compte sur TRANSFERFLUX","Ouverture de compte sur TRANSFERFLUX [MT]","Ouverture de compte sur TRANSFERFLUX [MT]"
or,greeting,"Bonjour :name,","Bonjour :name, [MT]","Bonjour :name, [MT]"
or,compte_created_message,"Nous avons le plaisir de vous informer que votre compte a été créé avec succès et crédité d'un montant de :amount.","Nous avons le plaisir de vous informer que votre compte a été créé avec succès et crédité d'un montant de :amount. [MT]","Nous avons le plaisir de vous informer que votre compte a été créé avec succès et crédité d'un montant de :amount. [MT]"
or,credentials_title,"Vos identifiants sont:","Vos identifiants sont: [MT]","Vos identifiants sont: [MT]"
or,label_email,Email,"Email [MT]","Email [MT]"
or,label_password,"Mot de passe","Mot de passe [MT]","Mot de passe [MT]"
or,label_initial_balance,"💰 Solde initial:","💰 Solde initial: [MT]","💰 Solde initial: [MT]"
or,cta_login,"Connectez-vous à votre espace client","Connectez-vous à votre espace client [MT]","Connectez-vous à votre espace client [MT]"
or,info_access,"Vous pouvez maintenant accéder à votre compte et profiter de nos services.","Vous pouvez maintenant accéder à votre compte et profiter de nos services. [MT]","Vous pouvez maintenant accéder à votre compte et profiter de nos services. [MT]"
or,support_contact,"contactez notre support","contactez notre support [MT]","contactez notre support [MT]"
or,footer_thanks,"Merci d\'utiliser TRANSFERFLUX !","Merci d\'utiliser TRANSFERFLUX ! [MT]","Merci d\'utiliser TRANSFERFLUX ! [MT]"
or,footer_brand,TRANSFERFLUX,"TRANSFERFLUX [MT]","TRANSFERFLUX [MT]"
or,footer_partner,"Votre partenaire financier de confiance 🏦","Votre partenaire financier de confiance 🏦 [MT]","Votre partenaire financier de confiance 🏦 [MT]"
or,virement_success_subject,"Virement effectué avec succès - TRANSFERFLUX","Virement effectué avec succès - TRANSFERFLUX [MT]","Virement effectué avec succès - TRANSFERFLUX [MT]"
or,virement_success_title,"Virement Effectué avec Succès","Virement Effectué avec Succès [MT]","Virement Effectué avec Succès [MT]"
or,virement_success_message,"Nous vous informons que votre virement a été effectué avec succès.","Nous vous informons que votre virement a été effectué avec succès. [MT]","Nous vous informons que votre virement a été effectué avec succès. [MT]"
or,virement_failed_subject,"Échec de virement - TRANSFERFLUX","Échec de virement - TRANSFERFLUX [MT]","Échec de virement - TRANSFERFLUX [MT]"
or,virement_failed_title,"Échec de Virement","Échec de Virement [MT]","Échec de Virement [MT]"
or,virement_failed_message,"Nous vous informons que votre virement a échoué.","Nous vous informons que votre virement a échoué. [MT]","Nous vous informons que votre virement a échoué. [MT]"
or,details_title,"Détails du virement","Détails du virement [MT]","Détails du virement [MT]"
or,label_amount,"💰 Montant :","💰 Montant : [MT]","💰 Montant : [MT]"
or,label_date,"📅 Date :","📅 Date : [MT]","📅 Date : [MT]"
or,label_beneficiary,"👤 Bénéficiaire :","👤 Bénéficiaire : [MT]","👤 Bénéficiaire : [MT]"
or,virement_notice,"Le traitement du transfert sera effectué dans les 1-3 jours ouvrables.","Le traitement du transfert sera effectué dans les 1-3 jours ouvrables. [MT]","Le traitement du transfert sera effectué dans les 1-3 jours ouvrables. [MT]"
or,thanks,"Merci,","Merci, [MT]","Merci, [MT]"
or,contact_support_for_info,"Pour plus d'informations, veuillez contacter notre service client.","Pour plus d'informations, veuillez contacter notre service client. [MT]","Pour plus d'informations, veuillez contacter notre service client. [MT]"
or,regards,"Cordialement,","Cordialement, [MT]","Cordialement, [MT]"
or,service_client,"Service Client","Service Client [MT]","Service Client [MT]"
or,auto_generated_notice,"Cet email a été envoyé automatiquement, merci de ne pas y répondre directement.","Cet email a été envoyé automatiquement, merci de ne pas y répondre directement. [MT]","Cet email a été envoyé automatiquement, merci de ne pas y répondre directement. [MT]"
or,compte_activated_title,"Compte Activé - TRANSFERFLUX","Compte Activé - TRANSFERFLUX [MT]","Compte Activé - TRANSFERFLUX [MT]"
or,compte_activated_heading,"Compte Activé avec Succès","Compte Activé avec Succès [MT]","Compte Activé avec Succès [MT]"
or,good_news,"✅ Bonne nouvelle :","✅ Bonne nouvelle : [MT]","✅ Bonne nouvelle : [MT]"
or,compte_activated_message,"Votre compte TRANSFERFLUX a été activé et est désormais pleinement opérationnel !","Votre compte TRANSFERFLUX a été activé et est désormais pleinement opérationnel ! [MT]","Votre compte TRANSFERFLUX a été activé et est désormais pleinement opérationnel ! [MT]"
or,compte_activated_explanation,"Vous pouvez effectuer toutes vos transactions en toute sécurité.","Vous pouvez effectuer toutes vos transactions en toute sécurité. [MT]","Vous pouvez effectuer toutes vos transactions en toute sécurité. [MT]"
or,label_holder,Titulaire,"Titulaire [MT]","Titulaire [MT]"
or,label_current_balance,"Solde actuel","Solde actuel [MT]","Solde actuel [MT]"
or,label_status,Statut,"Statut [MT]","Statut [MT]"
or,status_active,ACTIVÉ,"ACTIVÉ [MT]","ACTIVÉ [MT]"
or,you_can_now,"Vous pouvez maintenant :","Vous pouvez maintenant : [MT]","Vous pouvez maintenant : [MT]"
or,can_make_transfers,"Effectuer des virements et transferts","Effectuer des virements et transferts [MT]","Effectuer des virements et transferts [MT]"
or,check_balance,"Consulter votre solde en temps réel","Consulter votre solde en temps réel [MT]","Consulter votre solde en temps réel [MT]"
or,manage_transactions,"Gérer vos transactions en toute sécurité","Gérer vos transactions en toute sécurité [MT]","Gérer vos transactions en toute sécurité [MT]"
or,access_services,"Accéder à tous nos services bancaires","Accéder à tous nos services bancaires [MT]","Accéder à tous nos services bancaires [MT]"
or,thanks_welcome,"Merci de votre confiance et bienvenue dans la famille TRANSFERFLUX !","Merci de votre confiance et bienvenue dans la famille TRANSFERFLUX ! [MT]","Merci de votre confiance et bienvenue dans la famille TRANSFERFLUX ! [MT]"
or,unlock_code_used_title,"Code de Déblocage Utilisé - TRANSFERFLUX","Code de Déblocage Utilisé - TRANSFERFLUX [MT]","Code de Déblocage Utilisé - TRANSFERFLUX [MT]"
or,unlock_code_used_heading,"Code de Déblocage Utilisé","Code de Déblocage Utilisé [MT]","Code de Déblocage Utilisé [MT]"
or,greeting_simple,"Bonjour,","Bonjour, [MT]","Bonjour, [MT]"
or,info_notification,"ℹ️ Notification :","ℹ️ Notification : [MT]","ℹ️ Notification : [MT]"
or,unlock_code_used_alert,"Un code de déblocage vient d'être utilisé sur votre compte.","Un code de déblocage vient d'être utilisé sur votre compte. [MT]","Un code de déblocage vient d'être utilisé sur votre compte. [MT]"
or,unlock_code_used_explanation,"Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction.","Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction. [MT]","Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction. [MT]"
or,label_date_time,"Date et heure","Date et heure [MT]","Date et heure [MT]"
or,label_transfer_amount,"Montant du transfert","Montant du transfert [MT]","Montant du transfert [MT]"
or,label_recipient,Destinataire,"Destinataire [MT]","Destinataire [MT]"
or,urgent_if_not_you,"⚠️ Si vous n'êtes pas à l'origine de cette action :","⚠️ Si vous n'êtes pas à l'origine de cette action : [MT]","⚠️ Si vous n'êtes pas à l'origine de cette action : [MT]"
or,contact_support_immediately,"Contactez immédiatement notre service client","Contactez immédiatement notre service client [MT]","Contactez immédiatement notre service client [MT]"
or,check_recent_transactions,"Vérifiez toutes vos transactions récentes","Vérifiez toutes vos transactions récentes [MT]","Vérifiez toutes vos transactions récentes [MT]"
