locale,key,locale_value,status,fr_value
km,cause_app_password_revoked,"Mot de passe d'application expiré",placeholder,"Mot de passe d'application expiré"
km,cause_app_password_revoked_details,"Le mot de passe d'application peut avoir été révoqué ou expiré.",placeholder,"Le mot de passe d'application peut avoir été révoqué ou expiré."
km,recommended_actions,"Actions recommandées",placeholder,"Actions recommandées"
km,action_if_limit,"Si limite atteinte",placeholder,"Si limite atteinte"
km,action_if_limit_details,"Attendez jusqu'à demain (réinitialisation à minuit PST).",placeholder,"Attendez jusqu'à demain (réinitialisation à minuit PST)."
km,action_check_logs,"Vérifier les logs",placeholder,"Vérifier les logs"
km,action_check_logs_details,"Consultez storage/logs/laravel.log",placeholder,"Consultez storage/logs/laravel.log"
km,action_test_connection,"Tester la connexion",placeholder,"Tester la connexion"
km,action_check_config,"Vérifier la configuration",placeholder,"Vérifier la configuration"
km,action_check_config_details,"Contrôlez les paramètres SMTP dans le fichier .env",placeholder,"Contrôlez les paramètres SMTP dans le fichier .env"
km,action_regenerate_password,"Régénérer le mot de passe",placeholder,"Régénérer le mot de passe"
km,action_regenerate_password_details,"Si nécessaire, créez un nouveau mot de passe d'application.",placeholder,"Si nécessaire, créez un nouveau mot de passe d'application."
km,system_information,"Informations système",placeholder,"Informations système"
km,label_smtp_server,"Serveur SMTP",placeholder,"Serveur SMTP"
km,label_port,Port,placeholder,Port
km,label_account,Compte,placeholder,Compte
km,label_environment,Environnement,placeholder,Environnement
km,alert_auto_generated_notice,"Cette alerte est automatique. L'application continue de fonctionner normalement, mais les emails ne sont pas envoyés.",placeholder,"Cette alerte est automatique. L'application continue de fonctionner normalement, mais les emails ne sont pas envoyés."
km,account_management_system,"Système de gestion des comptes",placeholder,"Système de gestion des comptes"
km,alert_generated_by_safemail,"Cette alerte a été générée automatiquement par le système SafeMailService",placeholder,"Cette alerte a été générée automatiquement par le système SafeMailService"
km,contact_technical_team,"Pour toute question, contactez votre équipe technique",placeholder,"Pour toute question, contactez votre équipe technique"
km,password_reset_title,"Réinitialisation de mot de passe - TRANSFERFLUX",placeholder,"Réinitialisation de mot de passe - TRANSFERFLUX"
km,password_reset_heading,"Réinitialisation de mot de passe",placeholder,"Réinitialisation de mot de passe"
km,greeting_simple_name,"Bonjour :name,",placeholder,"Bonjour :name,"
km,password_reset_reason,"Vous recevez cet e-mail car nous avons reçu une demande de réinitialisation de votre mot de passe.",placeholder,"Vous recevez cet e-mail car nous avons reçu une demande de réinitialisation de votre mot de passe."
km,password_reset_click_link,"Veuillez cliquer sur le lien ci-dessous pour réinitialiser votre mot de passe :",placeholder,"Veuillez cliquer sur le lien ci-dessous pour réinitialiser votre mot de passe :"
km,password_reset_no_action_needed,"Si vous n'avez pas demandé de réinitialisation de mot de passe, aucune autre action n'est requise.",placeholder,"Si vous n'avez pas demandé de réinitialisation de mot de passe, aucune autre action n'est requise."
km,thank_you_using_brand,"Merci d'utiliser TRANSFERFLUX !",placeholder,"Merci d'utiliser TRANSFERFLUX !"
kn,compte_created_subject,"Ouverture de compte - TRANSFERFLUX",placeholder,"Ouverture de compte - TRANSFERFLUX"
kn,compte_created_title,"Ouverture de compte sur TRANSFERFLUX",placeholder,"Ouverture de compte sur TRANSFERFLUX"
kn,greeting,"Bonjour :name,",placeholder,"Bonjour :name,"
kn,compte_created_message,"Nous avons le plaisir de vous informer que votre compte a été créé avec succès et crédité d'un montant de <strong>:balance :currency</strong>.",placeholder,"Nous avons le plaisir de vous informer que votre compte a été créé avec succès et crédité d'un montant de <strong>:balance :currency</strong>."
kn,credentials_title,"Vos identifiants sont:",placeholder,"Vos identifiants sont:"
kn,label_email,Email,placeholder,Email
kn,label_password,"Mot de passe",placeholder,"Mot de passe"
kn,label_initial_balance,"💰 Solde initial:",placeholder,"💰 Solde initial:"
kn,cta_login,"Connectez-vous à votre espace client",placeholder,"Connectez-vous à votre espace client"
kn,info_access,"Vous pouvez maintenant accéder à votre compte et profiter de nos services.",placeholder,"Vous pouvez maintenant accéder à votre compte et profiter de nos services."
kn,support_contact,"Si vous avez des questions ou si vous avez besoin de plus d'informations, <a href=""#"" class=""support-link"">contactez notre support</a>.",placeholder,"Si vous avez des questions ou si vous avez besoin de plus d'informations, <a href=""#"" class=""support-link"">contactez notre support</a>."
kn,footer_thanks,"Merci d\'utiliser TRANSFERFLUX !",placeholder,"Merci d\'utiliser TRANSFERFLUX !"
kn,footer_brand,TRANSFERFLUX,placeholder,TRANSFERFLUX
kn,footer_partner,"Votre partenaire financier de confiance 🏦",placeholder,"Votre partenaire financier de confiance 🏦"
kn,virement_success_subject,"Virement effectué avec succès - TRANSFERFLUX",placeholder,"Virement effectué avec succès - TRANSFERFLUX"
kn,virement_success_title,"Virement Effectué avec Succès",placeholder,"Virement Effectué avec Succès"
kn,virement_success_message,"Nous vous informons que votre virement a été effectué avec succès.",placeholder,"Nous vous informons que votre virement a été effectué avec succès."
kn,virement_failed_subject,"Échec de virement - TRANSFERFLUX",placeholder,"Échec de virement - TRANSFERFLUX"
kn,virement_failed_title,"Échec de Virement",placeholder,"Échec de Virement"
kn,virement_failed_message,"Nous vous informons que votre virement a échoué.",placeholder,"Nous vous informons que votre virement a échoué."
kn,details_title,"Détails du virement",placeholder,"Détails du virement"
kn,label_amount,"💰 Montant :",placeholder,"💰 Montant :"
kn,label_date,"📅 Date :",placeholder,"📅 Date :"
kn,label_beneficiary,"👤 Bénéficiaire :",placeholder,"👤 Bénéficiaire :"
kn,virement_notice,"Le traitement du transfert sera effectué dans les 1-3 jours ouvrables.",placeholder,"Le traitement du transfert sera effectué dans les 1-3 jours ouvrables."
kn,thanks,"Merci,",placeholder,"Merci,"
kn,contact_support_for_info,"Pour plus d'informations, veuillez contacter notre service client.",placeholder,"Pour plus d'informations, veuillez contacter notre service client."
kn,regards,"Cordialement,",placeholder,"Cordialement,"
kn,service_client,"Service Client",placeholder,"Service Client"
kn,auto_generated_notice,"Cet email a été envoyé automatiquement, merci de ne pas y répondre directement.",placeholder,"Cet email a été envoyé automatiquement, merci de ne pas y répondre directement."
kn,compte_activated_title,"Compte Activé - TRANSFERFLUX",placeholder,"Compte Activé - TRANSFERFLUX"
kn,compte_activated_heading,"Compte Activé avec Succès",placeholder,"Compte Activé avec Succès"
kn,good_news,"✅ Bonne nouvelle :",placeholder,"✅ Bonne nouvelle :"
kn,compte_activated_message,"Votre compte TRANSFERFLUX a été activé et est désormais pleinement opérationnel !",placeholder,"Votre compte TRANSFERFLUX a été activé et est désormais pleinement opérationnel !"
kn,compte_activated_explanation,"Vous pouvez effectuer toutes vos transactions en toute sécurité.",placeholder,"Vous pouvez effectuer toutes vos transactions en toute sécurité."
kn,label_holder,Titulaire,placeholder,Titulaire
kn,label_current_balance,"Solde actuel",placeholder,"Solde actuel"
kn,label_status,Statut,placeholder,Statut
kn,status_active,ACTIVÉ,placeholder,ACTIVÉ
kn,you_can_now,"Vous pouvez maintenant :",placeholder,"Vous pouvez maintenant :"
kn,can_make_transfers,"Effectuer des virements et transferts",placeholder,"Effectuer des virements et transferts"
kn,check_balance,"Consulter votre solde en temps réel",placeholder,"Consulter votre solde en temps réel"
kn,manage_transactions,"Gérer vos transactions en toute sécurité",placeholder,"Gérer vos transactions en toute sécurité"
kn,access_services,"Accéder à tous nos services bancaires",placeholder,"Accéder à tous nos services bancaires"
kn,thanks_welcome,"Merci de votre confiance et bienvenue dans la famille TRANSFERFLUX !",placeholder,"Merci de votre confiance et bienvenue dans la famille TRANSFERFLUX !"
kn,unlock_code_used_title,"Code de Déblocage Utilisé - TRANSFERFLUX",placeholder,"Code de Déblocage Utilisé - TRANSFERFLUX"
kn,unlock_code_used_heading,"Code de Déblocage Utilisé",placeholder,"Code de Déblocage Utilisé"
kn,greeting_simple,"Bonjour,",placeholder,"Bonjour,"
kn,info_notification,"ℹ️ Notification :",placeholder,"ℹ️ Notification :"
kn,unlock_code_used_alert,"Un code de déblocage vient d'être utilisé sur votre compte.",placeholder,"Un code de déblocage vient d'être utilisé sur votre compte."
kn,unlock_code_used_explanation,"Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction.",placeholder,"Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction."
kn,label_date_time,"Date et heure",placeholder,"Date et heure"
kn,label_transfer_amount,"Montant du transfert",placeholder,"Montant du transfert"
kn,label_recipient,Destinataire,placeholder,Destinataire
kn,urgent_if_not_you,"⚠️ Si vous n'êtes pas à l'origine de cette action :",placeholder,"⚠️ Si vous n'êtes pas à l'origine de cette action :"
kn,contact_support_immediately,"Contactez immédiatement notre service client",placeholder,"Contactez immédiatement notre service client"
kn,check_recent_transactions,"Vérifiez toutes vos transactions récentes",placeholder,"Vérifiez toutes vos transactions récentes"
kn,change_access_codes,"Changez vos codes d'accès par mesure de sécurité",placeholder,"Changez vos codes d'accès par mesure de sécurité"
kn,if_legitimate,"✅ Si cette action est légitime :",placeholder,"✅ Si cette action est légitime :"
kn,client_can_finalize,"Votre client peut maintenant finaliser sa transaction en toute sécurité.",placeholder,"Votre client peut maintenant finaliser sa transaction en toute sécurité."
kn,transfer_unlock_code_title,"Code de déblocage - TRANSFERFLUX",placeholder,"Code de déblocage - TRANSFERFLUX"
kn,transfer_unlock_heading,"Code de déblocage du virement",placeholder,"Code de déblocage du virement"
kn,transfer_unlock_message_intro,"Votre code de déblocage pour le virement est indiqué ci-dessous :",placeholder,"Votre code de déblocage pour le virement est indiqué ci-dessous :"
kn,transfer_unlock_code_label,"Le code est :",placeholder,"Le code est :"
kn,your_unlock_code,"Votre Code de Déblocage",placeholder,"Votre Code de Déblocage"
kn,do_not_share_unlock_code,"Ne partagez pas votre code de déblocage !!",placeholder,"Ne partagez pas votre code de déblocage !!"
kn,unlock_code_personal_confidential,"Ce code est strictement personnel et confidentiel.",placeholder,"Ce code est strictement personnel et confidentiel."
kn,unlock_code_needed_finalize,"Ce code est nécessaire pour finaliser votre opération de transfert.",placeholder,"Ce code est nécessaire pour finaliser votre opération de transfert."
kn,contact_support_for_questions,"Pour toute question, contactez notre service client.",placeholder,"Pour toute question, contactez notre service client."
kn,welcome_title,"Bienvenue - TRANSFERFLUX",placeholder,"Bienvenue - TRANSFERFLUX"
kn,welcome_heading,"Bienvenue sur FLASH COMPTE",placeholder,"Bienvenue sur FLASH COMPTE"
kn,welcome_message,"Merci d'avoir créé un compte. Nous sommes ravis de vous accueillir !",placeholder,"Merci d'avoir créé un compte. Nous sommes ravis de vous accueillir !"
kn,login_credentials_title,"📧 Vos identifiants de connexion :",placeholder,"📧 Vos identifiants de connexion :"
kn,access_member_area,"Vous pouvez accéder à l'espace membre de votre compte pour visualiser nos services et profiter de toutes nos fonctionnalités.",placeholder,"Vous pouvez accéder à l'espace membre de votre compte pour visualiser nos services et profiter de toutes nos fonctionnalités."
kn,pleasure_to_assist,"Au plaisir de vous accompagner dans vos opérations financières !",placeholder,"Au plaisir de vous accompagner dans vos opérations financières !"
kn,balance_decreased_title,"Diminution de solde - TRANSFERFLUX",placeholder,"Diminution de solde - TRANSFERFLUX"
kn,balance_decreased_heading,"Diminution de Solde",placeholder,"Diminution de Solde"
kn,balance_decreased_message,"Nous souhaitons vous informer que votre solde a été diminué.",placeholder,"Nous souhaitons vous informer que votre solde a été diminué."
kn,operation_details,"Détails de l'opération",placeholder,"Détails de l'opération"
kn,label_amount_deducted,"Montant déduit",placeholder,"Montant déduit"
kn,label_new_balance,"Nouveau solde",placeholder,"Nouveau solde"
kn,contact_us_if_questions,"Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter.",placeholder,"Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter."
kn,balance_increased_title,"Augmentation de solde - TRANSFERFLUX",placeholder,"Augmentation de solde - TRANSFERFLUX"
kn,balance_increased_heading,"Augmentation de Solde",placeholder,"Augmentation de Solde"
kn,balance_increased_message,"Nous souhaitons vous informer que votre solde a été augmenté avec succès.",placeholder,"Nous souhaitons vous informer que votre solde a été augmenté avec succès."
kn,label_amount_added,"Montant ajouté",placeholder,"Montant ajouté"
kn,thank_you_trust,"Merci de votre confiance !",placeholder,"Merci de votre confiance !"
kn,refund_title,"Remboursement - TRANSFERFLUX",placeholder,"Remboursement - TRANSFERFLUX"
kn,refund_heading,"Échec de Virement / Remboursement du Solde",placeholder,"Échec de Virement / Remboursement du Solde"
kn,refund_message,"Nous regrettons de vous informer que votre tentative de virement a échoué.",placeholder,"Nous regrettons de vous informer que votre tentative de virement a échoué."
kn,transfer_details,"Détails du virement",placeholder,"Détails du virement"
kn,label_transfer_date,"Date du Virement",placeholder,"Date du Virement"
kn,label_transfer_reason,"Motif du Virement",placeholder,"Motif du Virement"
kn,refund_amount_text,"Le montant de <strong>:amount</strong> a été remboursé sur votre compte.",placeholder,"Le montant de <strong>:amount</strong> a été remboursé sur votre compte."
kn,refund_apology_contact,"Nous nous excusons pour la gêne occasionnée. Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter.",placeholder,"Nous nous excusons pour la gêne occasionnée. Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter."
kn,mail_error_alert_title,"Alerte Échec Email",placeholder,"Alerte Échec Email"
kn,system_alert,"⚠️ ALERTE SYSTÈME",placeholder,"⚠️ ALERTE SYSTÈME"
kn,mail_send_failure_detected,"Échec d'envoi d'email détecté",placeholder,"Échec d'envoi d'email détecté"
kn,email_sending_problem,"Problème d'envoi d'email",placeholder,"Problème d'envoi d'email"
kn,email_send_failure_explanation,"Un email n'a pas pu être envoyé. Cela peut indiquer que la limite quotidienne a été atteinte ou qu'il y a un problème avec le serveur SMTP.",placeholder,"Un email n'a pas pu être envoyé. Cela peut indiquer que la limite quotidienne a été atteinte ou qu'il y a un problème avec le serveur SMTP."
kn,error_details,"Détails de l'erreur",placeholder,"Détails de l'erreur"
kn,label_failed_recipient,"Destinataire concerné",placeholder,"Destinataire concerné"
kn,label_context,Contexte,placeholder,Contexte
kn,label_error_message,"Message d'erreur",placeholder,"Message d'erreur"
kn,possible_causes,"Causes possibles",placeholder,"Causes possibles"
kn,cause_daily_limit,"Limite quotidienne atteinte",placeholder,"Limite quotidienne atteinte"
kn,cause_daily_limit_details,"La plateforme d'envoi peut limiter le nombre d'emails par jour.",placeholder,"La plateforme d'envoi peut limiter le nombre d'emails par jour."
kn,cause_smtp_connection,"Problème de connexion SMTP",placeholder,"Problème de connexion SMTP"
kn,cause_smtp_connection_details,"Le serveur SMTP peut être temporairement indisponible.",placeholder,"Le serveur SMTP peut être temporairement indisponible."
kn,cause_auth_failed,"Authentification échouée",placeholder,"Authentification échouée"
kn,cause_auth_failed_details,"Vérifiez les identifiants dans le fichier .env",placeholder,"Vérifiez les identifiants dans le fichier .env"
kn,cause_app_password_revoked,"Mot de passe d'application expiré",placeholder,"Mot de passe d'application expiré"
kn,cause_app_password_revoked_details,"Le mot de passe d'application peut avoir été révoqué ou expiré.",placeholder,"Le mot de passe d'application peut avoir été révoqué ou expiré."
kn,recommended_actions,"Actions recommandées",placeholder,"Actions recommandées"
kn,action_if_limit,"Si limite atteinte",placeholder,"Si limite atteinte"
kn,action_if_limit_details,"Attendez jusqu'à demain (réinitialisation à minuit PST).",placeholder,"Attendez jusqu'à demain (réinitialisation à minuit PST)."
kn,action_check_logs,"Vérifier les logs",placeholder,"Vérifier les logs"
kn,action_check_logs_details,"Consultez storage/logs/laravel.log",placeholder,"Consultez storage/logs/laravel.log"
kn,action_test_connection,"Tester la connexion",placeholder,"Tester la connexion"
kn,action_check_config,"Vérifier la configuration",placeholder,"Vérifier la configuration"
kn,action_check_config_details,"Contrôlez les paramètres SMTP dans le fichier .env",placeholder,"Contrôlez les paramètres SMTP dans le fichier .env"
kn,action_regenerate_password,"Régénérer le mot de passe",placeholder,"Régénérer le mot de passe"
kn,action_regenerate_password_details,"Si nécessaire, créez un nouveau mot de passe d'application.",placeholder,"Si nécessaire, créez un nouveau mot de passe d'application."
kn,system_information,"Informations système",placeholder,"Informations système"
kn,label_smtp_server,"Serveur SMTP",placeholder,"Serveur SMTP"
kn,label_port,Port,placeholder,Port
kn,label_account,Compte,placeholder,Compte
kn,label_environment,Environnement,placeholder,Environnement
kn,alert_auto_generated_notice,"Cette alerte est automatique. L'application continue de fonctionner normalement, mais les emails ne sont pas envoyés.",placeholder,"Cette alerte est automatique. L'application continue de fonctionner normalement, mais les emails ne sont pas envoyés."
kn,account_management_system,"Système de gestion des comptes",placeholder,"Système de gestion des comptes"
kn,alert_generated_by_safemail,"Cette alerte a été générée automatiquement par le système SafeMailService",placeholder,"Cette alerte a été générée automatiquement par le système SafeMailService"
kn,contact_technical_team,"Pour toute question, contactez votre équipe technique",placeholder,"Pour toute question, contactez votre équipe technique"
kn,password_reset_title,"Réinitialisation de mot de passe - TRANSFERFLUX",placeholder,"Réinitialisation de mot de passe - TRANSFERFLUX"
kn,password_reset_heading,"Réinitialisation de mot de passe",placeholder,"Réinitialisation de mot de passe"
kn,greeting_simple_name,"Bonjour :name,",placeholder,"Bonjour :name,"
kn,password_reset_reason,"Vous recevez cet e-mail car nous avons reçu une demande de réinitialisation de votre mot de passe.",placeholder,"Vous recevez cet e-mail car nous avons reçu une demande de réinitialisation de votre mot de passe."
kn,password_reset_click_link,"Veuillez cliquer sur le lien ci-dessous pour réinitialiser votre mot de passe :",placeholder,"Veuillez cliquer sur le lien ci-dessous pour réinitialiser votre mot de passe :"
kn,password_reset_no_action_needed,"Si vous n'avez pas demandé de réinitialisation de mot de passe, aucune autre action n'est requise.",placeholder,"Si vous n'avez pas demandé de réinitialisation de mot de passe, aucune autre action n'est requise."
kn,thank_you_using_brand,"Merci d'utiliser TRANSFERFLUX !",placeholder,"Merci d'utiliser TRANSFERFLUX !"
ko,compte_created_subject,"Ouverture de compte - TRANSFERFLUX",placeholder,"Ouverture de compte - TRANSFERFLUX"
ko,compte_created_title,"Ouverture de compte sur TRANSFERFLUX",placeholder,"Ouverture de compte sur TRANSFERFLUX"
ko,greeting,"Bonjour :name,",placeholder,"Bonjour :name,"
ko,compte_created_message,"Nous avons le plaisir de vous informer que votre compte a été créé avec succès et crédité d'un montant de <strong>:balance :currency</strong>.",placeholder,"Nous avons le plaisir de vous informer que votre compte a été créé avec succès et crédité d'un montant de <strong>:balance :currency</strong>."
ko,credentials_title,"Vos identifiants sont:",placeholder,"Vos identifiants sont:"
ko,label_email,Email,placeholder,Email
ko,label_password,"Mot de passe",placeholder,"Mot de passe"
ko,label_initial_balance,"💰 Solde initial:",placeholder,"💰 Solde initial:"
ko,cta_login,"Connectez-vous à votre espace client",placeholder,"Connectez-vous à votre espace client"
ko,info_access,"Vous pouvez maintenant accéder à votre compte et profiter de nos services.",placeholder,"Vous pouvez maintenant accéder à votre compte et profiter de nos services."
ko,support_contact,"Si vous avez des questions ou si vous avez besoin de plus d'informations, <a href=""#"" class=""support-link"">contactez notre support</a>.",placeholder,"Si vous avez des questions ou si vous avez besoin de plus d'informations, <a href=""#"" class=""support-link"">contactez notre support</a>."
ko,footer_thanks,"Merci d\'utiliser TRANSFERFLUX !",placeholder,"Merci d\'utiliser TRANSFERFLUX !"
ko,footer_brand,TRANSFERFLUX,placeholder,TRANSFERFLUX
ko,footer_partner,"Votre partenaire financier de confiance 🏦",placeholder,"Votre partenaire financier de confiance 🏦"
ko,virement_success_subject,"Virement effectué avec succès - TRANSFERFLUX",placeholder,"Virement effectué avec succès - TRANSFERFLUX"
ko,virement_success_title,"Virement Effectué avec Succès",placeholder,"Virement Effectué avec Succès"
ko,virement_success_message,"Nous vous informons que votre virement a été effectué avec succès.",placeholder,"Nous vous informons que votre virement a été effectué avec succès."
ko,virement_failed_subject,"Échec de virement - TRANSFERFLUX",placeholder,"Échec de virement - TRANSFERFLUX"
ko,virement_failed_title,"Échec de Virement",placeholder,"Échec de Virement"
ko,virement_failed_message,"Nous vous informons que votre virement a échoué.",placeholder,"Nous vous informons que votre virement a échoué."
ko,details_title,"Détails du virement",placeholder,"Détails du virement"
ko,label_amount,"💰 Montant :",placeholder,"💰 Montant :"
ko,label_date,"📅 Date :",placeholder,"📅 Date :"
ko,label_beneficiary,"👤 Bénéficiaire :",placeholder,"👤 Bénéficiaire :"
ko,virement_notice,"Le traitement du transfert sera effectué dans les 1-3 jours ouvrables.",placeholder,"Le traitement du transfert sera effectué dans les 1-3 jours ouvrables."
ko,thanks,"Merci,",placeholder,"Merci,"
ko,contact_support_for_info,"Pour plus d'informations, veuillez contacter notre service client.",placeholder,"Pour plus d'informations, veuillez contacter notre service client."
ko,regards,"Cordialement,",placeholder,"Cordialement,"
ko,service_client,"Service Client",placeholder,"Service Client"
ko,auto_generated_notice,"Cet email a été envoyé automatiquement, merci de ne pas y répondre directement.",placeholder,"Cet email a été envoyé automatiquement, merci de ne pas y répondre directement."
ko,compte_activated_title,"Compte Activé - TRANSFERFLUX",placeholder,"Compte Activé - TRANSFERFLUX"
ko,compte_activated_heading,"Compte Activé avec Succès",placeholder,"Compte Activé avec Succès"
ko,good_news,"✅ Bonne nouvelle :",placeholder,"✅ Bonne nouvelle :"
ko,compte_activated_message,"Votre compte TRANSFERFLUX a été activé et est désormais pleinement opérationnel !",placeholder,"Votre compte TRANSFERFLUX a été activé et est désormais pleinement opérationnel !"
ko,compte_activated_explanation,"Vous pouvez effectuer toutes vos transactions en toute sécurité.",placeholder,"Vous pouvez effectuer toutes vos transactions en toute sécurité."
ko,label_holder,Titulaire,placeholder,Titulaire
ko,label_current_balance,"Solde actuel",placeholder,"Solde actuel"
ko,label_status,Statut,placeholder,Statut
ko,status_active,ACTIVÉ,placeholder,ACTIVÉ
ko,you_can_now,"Vous pouvez maintenant :",placeholder,"Vous pouvez maintenant :"
ko,can_make_transfers,"Effectuer des virements et transferts",placeholder,"Effectuer des virements et transferts"
ko,check_balance,"Consulter votre solde en temps réel",placeholder,"Consulter votre solde en temps réel"
ko,manage_transactions,"Gérer vos transactions en toute sécurité",placeholder,"Gérer vos transactions en toute sécurité"
ko,access_services,"Accéder à tous nos services bancaires",placeholder,"Accéder à tous nos services bancaires"
ko,thanks_welcome,"Merci de votre confiance et bienvenue dans la famille TRANSFERFLUX !",placeholder,"Merci de votre confiance et bienvenue dans la famille TRANSFERFLUX !"
ko,unlock_code_used_title,"Code de Déblocage Utilisé - TRANSFERFLUX",placeholder,"Code de Déblocage Utilisé - TRANSFERFLUX"
ko,unlock_code_used_heading,"Code de Déblocage Utilisé",placeholder,"Code de Déblocage Utilisé"
ko,greeting_simple,"Bonjour,",placeholder,"Bonjour,"
ko,info_notification,"ℹ️ Notification :",placeholder,"ℹ️ Notification :"
ko,unlock_code_used_alert,"Un code de déblocage vient d'être utilisé sur votre compte.",placeholder,"Un code de déblocage vient d'être utilisé sur votre compte."
ko,unlock_code_used_explanation,"Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction.",placeholder,"Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction."
ko,label_date_time,"Date et heure",placeholder,"Date et heure"
ko,label_transfer_amount,"Montant du transfert",placeholder,"Montant du transfert"
ko,label_recipient,Destinataire,placeholder,Destinataire
ko,urgent_if_not_you,"⚠️ Si vous n'êtes pas à l'origine de cette action :",placeholder,"⚠️ Si vous n'êtes pas à l'origine de cette action :"
ko,contact_support_immediately,"Contactez immédiatement notre service client",placeholder,"Contactez immédiatement notre service client"
ko,check_recent_transactions,"Vérifiez toutes vos transactions récentes",placeholder,"Vérifiez toutes vos transactions récentes"
ko,change_access_codes,"Changez vos codes d'accès par mesure de sécurité",placeholder,"Changez vos codes d'accès par mesure de sécurité"
ko,if_legitimate,"✅ Si cette action est légitime :",placeholder,"✅ Si cette action est légitime :"
ko,client_can_finalize,"Votre client peut maintenant finaliser sa transaction en toute sécurité.",placeholder,"Votre client peut maintenant finaliser sa transaction en toute sécurité."
ko,transfer_unlock_code_title,"Code de déblocage - TRANSFERFLUX",placeholder,"Code de déblocage - TRANSFERFLUX"
ko,transfer_unlock_heading,"Code de déblocage du virement",placeholder,"Code de déblocage du virement"
ko,transfer_unlock_message_intro,"Votre code de déblocage pour le virement est indiqué ci-dessous :",placeholder,"Votre code de déblocage pour le virement est indiqué ci-dessous :"
ko,transfer_unlock_code_label,"Le code est :",placeholder,"Le code est :"
ko,your_unlock_code,"Votre Code de Déblocage",placeholder,"Votre Code de Déblocage"
ko,do_not_share_unlock_code,"Ne partagez pas votre code de déblocage !!",placeholder,"Ne partagez pas votre code de déblocage !!"
ko,unlock_code_personal_confidential,"Ce code est strictement personnel et confidentiel.",placeholder,"Ce code est strictement personnel et confidentiel."
ko,unlock_code_needed_finalize,"Ce code est nécessaire pour finaliser votre opération de transfert.",placeholder,"Ce code est nécessaire pour finaliser votre opération de transfert."
ko,contact_support_for_questions,"Pour toute question, contactez notre service client.",placeholder,"Pour toute question, contactez notre service client."
ko,welcome_title,"Bienvenue - TRANSFERFLUX",placeholder,"Bienvenue - TRANSFERFLUX"
ko,welcome_heading,"Bienvenue sur FLASH COMPTE",placeholder,"Bienvenue sur FLASH COMPTE"
ko,welcome_message,"Merci d'avoir créé un compte. Nous sommes ravis de vous accueillir !",placeholder,"Merci d'avoir créé un compte. Nous sommes ravis de vous accueillir !"
ko,login_credentials_title,"📧 Vos identifiants de connexion :",placeholder,"📧 Vos identifiants de connexion :"
ko,access_member_area,"Vous pouvez accéder à l'espace membre de votre compte pour visualiser nos services et profiter de toutes nos fonctionnalités.",placeholder,"Vous pouvez accéder à l'espace membre de votre compte pour visualiser nos services et profiter de toutes nos fonctionnalités."
ko,pleasure_to_assist,"Au plaisir de vous accompagner dans vos opérations financières !",placeholder,"Au plaisir de vous accompagner dans vos opérations financières !"
ko,balance_decreased_title,"Diminution de solde - TRANSFERFLUX",placeholder,"Diminution de solde - TRANSFERFLUX"
ko,balance_decreased_heading,"Diminution de Solde",placeholder,"Diminution de Solde"
ko,balance_decreased_message,"Nous souhaitons vous informer que votre solde a été diminué.",placeholder,"Nous souhaitons vous informer que votre solde a été diminué."
ko,operation_details,"Détails de l'opération",placeholder,"Détails de l'opération"
ko,label_amount_deducted,"Montant déduit",placeholder,"Montant déduit"
ko,label_new_balance,"Nouveau solde",placeholder,"Nouveau solde"
ko,contact_us_if_questions,"Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter.",placeholder,"Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter."
ko,balance_increased_title,"Augmentation de solde - TRANSFERFLUX",placeholder,"Augmentation de solde - TRANSFERFLUX"
ko,balance_increased_heading,"Augmentation de Solde",placeholder,"Augmentation de Solde"
ko,balance_increased_message,"Nous souhaitons vous informer que votre solde a été augmenté avec succès.",placeholder,"Nous souhaitons vous informer que votre solde a été augmenté avec succès."
ko,label_amount_added,"Montant ajouté",placeholder,"Montant ajouté"
ko,thank_you_trust,"Merci de votre confiance !",placeholder,"Merci de votre confiance !"
ko,refund_title,"Remboursement - TRANSFERFLUX",placeholder,"Remboursement - TRANSFERFLUX"
ko,refund_heading,"Échec de Virement / Remboursement du Solde",placeholder,"Échec de Virement / Remboursement du Solde"
ko,refund_message,"Nous regrettons de vous informer que votre tentative de virement a échoué.",placeholder,"Nous regrettons de vous informer que votre tentative de virement a échoué."
ko,transfer_details,"Détails du virement",placeholder,"Détails du virement"
ko,label_transfer_date,"Date du Virement",placeholder,"Date du Virement"
ko,label_transfer_reason,"Motif du Virement",placeholder,"Motif du Virement"
ko,refund_amount_text,"Le montant de <strong>:amount</strong> a été remboursé sur votre compte.",placeholder,"Le montant de <strong>:amount</strong> a été remboursé sur votre compte."
